,region_id,population,country_id
3254,2949,51927,241
3255,2950,68963,241
3256,2951,90621,241
3257,2952,27803,241
3258,2953,200241,241
3259,2954,18582,241
3260,2955,69556,241
3261,2956,19169,241
3262,2957,75380,242
3263,2958,66674,242
3264,2959,131267,242
3265,2960,108523,242
3266,2961,73352,242
3267,2962,373990,242
3268,2963,146858,242
3269,2964,67541,242
3270,2965,79978,242
3271,2966,57587,242
3272,2967,54768,242
3273,2968,77275,242
3274,2969,85038,242
3275,2970,856597,243
3276,2971,947859,243
3277,2972,3763904,243
3278,2973,1805151,243
3279,2974,1205850,243
3280,2975,269,244
3281,2976,93606,245
3282,901043,75282,245
3283,901044,8599,245
3284,901045,3931,245
3285,901046,4766,245
3286,901047,3060,245
3287,2977,33960,246
3288,2978,99956,246
3289,2979,188878,246
3290,2980,98792,246
3291,2981,97101,246
3292,2982,22037,246
3293,2983,25907,246
3294,2984,105371,246
3295,2985,38541,246
3296,2986,45749,246
3297,2987,145595,246
3298,2988,83054,246
3299,2989,88723,246
3300,2990,62720,246
3301,2991,225068,246
3302,2993,807822,248
3303,2994,651605,248
3304,2995,611920,248
3305,2996,295392,248
3306,2997,394370,248
3307,2998,346668,248
3308,2999,409728,248
3309,3000,575638,248
3310,3001,457198,248
3311,3002,169705,248
3312,3003,245601,248
3313,3004,422220,248
3314,3005,481426,248
3315,3006,591739,248
3316,3007,500747,248
3317,3008,853691,248
3318,3009,1005064,248
3319,3010,451570,248
3320,3011,213272,248
3321,3012,766022,248
3322,3013,158256,248
3323,3014,111109,248
3324,3015,952921,248
3325,3016,191858,248
3326,3017,1677556,249
3327,3018,568721,249
3328,3019,640740,249
3329,3020,591743,249
3330,3021,358806,249
3331,3022,298611,249
3332,3023,5965401,249
3333,3024,2044705,249
3334,3025,90473,249
3335,3026,136074,249
3336,3027,984812,249
3337,3028,1215652,249
3338,3029,156720,249
3339,3030,608562,249
3340,3031,60123,249
3341,3032,265370,249
3342,3033,264299,249
3343,3034,270346,249
3344,3035,685949,249
3345,3036,271833,249
3346,3037,3281792,249
3347,3038,545814,249
3348,3039,127554,249
3349,3040,517622,249
3350,3041,1106949,249
3351,3042,1664312,249
3352,3043,383654,249
3353,3044,575242,249
3354,3045,165526,249
3355,3046,617748,249
3356,3047,747476,249
3357,3048,2173225,249
3358,3049,385588,249
3359,3050,106338,249
3360,3051,309645,249
3361,3052,1710205,249
3362,3053,1750276,249
3363,3054,192702,249
3364,3055,480687,249
3365,3056,15305372,249
3366,3057,4202959,249
3367,3058,1238846,249
3368,3059,258332,249
3369,3060,255676,249
3370,3061,269278,249
3371,3062,351440,249
3372,3063,1562945,249
3373,3064,131641,249
3374,3065,244994,249
3375,3066,338033,249
3376,3067,192332,249
3377,3068,1433658,249
3378,3069,2116548,249
3379,3070,593845,249
3380,3071,688447,249
3381,3072,1570367,249
3382,3073,706153,249
3383,3074,900592,249
3384,3075,383920,249
3385,3076,304420,249
3386,3077,325125,249
3387,3078,612264,249
3388,3079,506899,249
3389,3080,295465,249
3390,3081,972097,249
3391,3082,1322517,249
3392,3083,1956183,249
3393,3084,383685,249
3394,3085,182626,249
3395,3086,554054,249
3396,3087,622941,249
3397,3088,979490,249
3398,3089,499989,249
3399,3090,618508,249
3400,3091,70616,249
3401,3092,376570,249
3402,3093,1230793,249
3403,3094,279872,249
3404,3095,370158,249
3405,3096,645984,249
3406,900071,296861,249
3407,900072,389088,249
3408,3097,1963327,250
3409,3098,728,250
3410,3099,2169268,250
3411,3100,2017170,250
3412,147322,824158,250
3413,147323,2904355,250
3414,39497,5031,251
3415,39498,43,251
3416,39499,880,251
3417,39500,34129,251
3418,39501,85,251
3419,39502,861,251
3420,3103,6930,252
3421,743,145949,253
3422,744,147579,253
3423,745,223554,253
3424,747,256390,253
3425,749,495456,253
3426,750,155774,253
3427,752,235765,253
3428,753,147660,253
3429,756,412160,253
3430,757,107624,253
3431,759,196236,253
3432,762,226741,253
3433,764,296499,253
3434,766,115981,253
3435,767,162708,253
3436,768,275965,253
3437,774,312500,253
3438,775,180324,253
3439,777,167461,253
3440,778,142684,253
3441,779,80555,253
3442,780,214104,253
3443,781,132758,253
3444,782,450128,253
3445,784,143242,253
3446,787,285685,253
3447,788,242114,253
3448,789,213292,253
3449,790,251349,253
3450,852,259619,253
3451,1080,261344,253
3452,1082,130395,253
3453,1086,176736,253
3454,1235,254018,253
3455,1241,319709,253
3456,1344,284595,253
3457,1360,197705,253
3458,1361,442218,253
3459,1364,245616,253
3460,1365,361001,253
3461,1366,292916,253
3462,1368,271546,253
3463,1372,112679,253
3464,3104,245583,253
3465,3105,458139,253
3466,3107,471145,253
3467,3108,256158,253
3468,3109,258875,253
3469,3110,448997,253
3470,3111,538745,253
3471,3112,735949,253
3472,3114,521375,253
3473,3115,581048,253
3474,3117,66740,253
3475,3121,802497,253
3476,3123,1092624,253
3477,3124,174263,253
3478,3125,292376,253
3479,3128,306218,253
3480,3131,341422,253
3481,3136,115968,253
3482,3140,468717,253
3483,3141,564625,253
3484,3142,473358,253
3485,3143,590661,253
3486,3145,296992,253
3487,42179,599294,253
3488,42180,541874,253
3489,42181,277851,253
3490,42182,1703930,253
3491,42183,524150,253
3492,42184,276508,253
3493,42185,412050,253
3494,42186,218644,253
3495,42187,532583,253
3496,42188,350438,253
3497,42189,581324,253
3498,42191,121112,253
3499,42192,298248,253
3500,42193,744533,253
3501,42194,224237,253
3502,42195,216672,253
3503,42196,203079,253
3504,42197,343609,253
3505,42198,278721,253
3506,42199,367888,253
3507,42200,2955566,253
3508,42201,669784,253
3509,47067,181993,253
3510,47068,330964,253
3511,47069,936301,253
3512,47070,122446,253
3513,47071,306527,253
3514,47072,277834,253
3515,47073,622070,253
3516,47074,153358,253
3517,47075,288617,253
3518,47076,561473,253
3519,47077,120067,253
3520,47078,197180,253
3521,47079,415296,253
3522,47080,256555,253
3523,47081,215389,253
3524,47082,473914,253
3525,47083,527146,253
3526,47084,419549,253
3527,47085,596124,253
3528,47086,527431,253
3529,47087,365293,253
3530,47088,877806,253
3531,47089,235479,253
3532,47090,625858,253
3533,3148,1201471,254
3534,3149,997205,254
3535,3150,888612,254
3536,3151,3165377,254
3537,3152,4104172,254
3538,3153,1360047,254
3539,3154,2643945,254
3540,3155,1036749,254
3541,3156,1240215,254
3542,3157,913675,254
3543,3158,2268457,254
3544,3159,4554350,254
3545,3160,2466961,254
3546,3161,2092817,254
3547,3162,1123834,254
3548,3163,2296586,254
3549,3164,1360709,254
3550,3165,1160145,254
3551,3166,1070249,254
3552,3167,1041478,254
3553,3168,1540284,254
3554,3169,1018949,254
3555,3170,1237725,254
3556,3171,1709692,254
3557,3172,1212219,254
3558,901189,5891,254
3559,901190,1921248,254
3560,901191,1197633,254
3561,901192,996486,254
3562,901193,889433,254
3563,901194,3163548,254
3564,901195,4107529,254
3565,901196,1371254,254
3566,901197,2629966,254
3567,901198,1042443,254
3568,901199,1245768,254
3569,901200,920244,254
3570,901201,1849108,254
3571,901202,2711463,254
3572,901203,2091675,254
3573,901204,2471192,254
3574,901205,1125754,254
3575,901206,2301162,254
3576,901207,1363979,254
3577,901208,1143768,254
3578,901209,354847,254
3579,901210,1062168,254
3580,901211,1031077,254
3581,901212,1538739,254
3582,901213,1022591,254
3583,901214,1242962,254
3584,901215,1705221,254
3585,901216,1204859,254
3586,3173,2543787,255
3587,3174,378633,255
3588,3176,259882,255
3589,3177,3385713,255
3590,3179,356428,255
3591,3180,1915638,255
3592,3181,80135,255
3593,3182,56326596,256
3594,3183,1935034,256
3595,3184,5400544,256
3596,3186,3164106,256
3597,48357,2118226,257
3598,48358,6797387,257
3599,48359,2462155,257
3600,48360,1042202,257
3601,48361,2879419,257
3602,48362,2584598,257
3603,48363,1878805,257
3604,48364,918929,257
3605,48365,1847542,257
3606,48366,2113585,257
3607,48367,3382174,257
3608,48368,2686667,257
3609,48369,1378781,257
3610,48370,3392117,257
3611,48371,214217,257
3612,48372,234271,257
3613,48373,1323554,257
3614,48374,1303382,257
3615,48375,1635583,257
3616,48376,1814837,257
3617,48377,1657386,257
3618,48378,199868,257
3619,48379,133404,257
3620,48380,2923197,257
3621,48381,2438957,257
3622,48382,791970,257
3623,115002,2500254,257
3624,115005,730545,257
3625,115007,748775,257
3626,115010,2067893,257
3627,901091,2120710,257
3628,901092,308,257
3629,901093,6775538,257
3630,901094,2462155,257
3631,901095,1042202,257
3632,901096,2860147,257
3633,901097,135737,257
3634,901098,2575669,257
3635,901099,10059,257
3636,901100,1883886,257
3637,901101,925783,257
3638,901102,1847382,257
3639,901103,161,257
3640,901104,2085001,257
3641,901105,3382089,257
3642,901106,652,257
3643,901107,2686667,257
3644,901108,1385551,257
3645,901109,3320529,257
3646,901110,219376,257
3647,901111,234261,257
3648,901112,1340070,257
3649,901113,1301178,257
3650,901114,1634257,257
3651,901115,1508,257
3652,901116,1814837,257
3653,901117,1657386,257
3654,901118,201495,257
3655,901119,133791,257
3656,901120,2923197,257
3657,901121,2454083,257
3658,901122,792735,257
3659,901123,2487538,257
3660,901124,730236,257
3661,901125,748581,257
3662,901126,2066160,257
3663,39508,45981,258
3664,39509,3243,258
3665,39510,44547,258
3666,3214,5191865,259
3667,3215,620886,259
3668,3216,8112810,259
3669,3217,3239515,259
3670,3218,41256584,259
3671,3219,5962775,259
3672,3220,3720350,259
3673,3221,1030815,259
3674,3222,629736,259
3675,3223,22065414,259
3676,3224,11700530,259
3677,3225,1496350,259
3678,3226,1925299,259
3679,3227,13424962,259
3680,3228,6976236,259
3681,3229,3201752,259
3682,3230,3050434,259
3683,3231,4700656,259
3684,3232,4711725,259
3685,3233,1368284,259
3686,3234,6263914,259
3687,3235,6684780,259
3688,3236,9850076,259
3689,3237,5774067,259
3690,3238,3146735,259
3691,3239,6471185,259
3692,3240,1094977,259
3693,3241,1967141,259
3694,3242,3679318,259
3695,3243,1402466,259
3696,3244,9112832,259
3697,3245,2366893,259
3698,3246,19519200,259
3699,3247,11423758,259
3700,3248,711997,259
3701,3249,11793917,259
3702,3250,4101661,259
3703,3251,4298142,259
3704,3252,13191632,259
3705,3253,1038265,259
3706,3254,5382778,259
3707,3255,898333,259
3708,3256,7145182,259
3709,3257,30903234,259
3710,3258,3454359,259
3711,3259,639630,259
3712,3260,9184652,259
3713,3261,7628863,259
3714,3262,1924865,259
3715,3263,6037723,259
3716,3264,648637,259
3717,3265,67258,260
3718,3266,483578,260
3719,3267,82955,260
3720,3268,133971,260
3721,3269,63365,260
3722,3270,24508,260
3723,3271,68932,260
3724,3272,56947,260
3725,3273,201483,260
3726,3274,1395217,260
3727,3275,113578,260
3728,3276,57409,260
3729,3277,94333,260
3730,3278,64288,260
3731,3279,127397,260
3732,3280,115646,260
3733,3281,75712,260
3734,3282,77196,260
3735,3283,46842,260
3736,3284,3175498,261
3737,3285,1958035,261
3738,3286,3769986,261
3739,3287,2226075,261
3740,3288,3175019,261
3741,3289,1374363,261
3742,3291,2786875,261
3743,3292,3658928,261
3744,3293,2578470,261
3745,3294,757255,261
3746,3295,4470132,261
3747,39696,1520000,261
3748,39697,1273923,261
3749,39698,960510,261
3750,3296,36647,262
3751,3297,34186,262
3752,3298,57097,262
3753,3299,109625,262
3754,3300,35487,262
3755,3301,10145,262
3756,3302,191411,263
3757,3303,1752298,263
3758,3304,548448,263
3759,3305,1758434,263
3760,3306,1042759,263
3761,3307,1607595,263
3762,3308,2722530,263
3763,3309,412969,263
3764,3310,437090,263
3765,3311,160,263
3766,3313,1046904,263
3767,3314,876221,263
3768,3315,2003319,263
3769,3316,949339,263
3770,3317,3070577,263
3771,3318,1128056,263
3772,3319,584655,263
3773,3320,1039808,263
3774,3321,1003913,263
3775,3322,1368478,263
3776,3323,768622,263
3777,3324,711988,263
3778,3325,4505731,263
3779,67152,443832,263
3780,67153,1993767,263
3781,900864,1667,263
3782,900865,181170,263
3783,900866,1735711,263
3784,900867,548293,263
3785,900868,1896913,263
3786,900869,1040127,263
3787,900870,1732274,263
3788,900871,2605572,263
3789,900872,385474,263
3790,900873,417030,263
3791,900874,1795086,263
3792,900875,1089785,263
3793,900876,850651,263
3794,900877,2037683,263
3795,900878,890922,263
3796,900879,3151965,263
3797,900880,1078060,263
3798,900881,584815,263
3799,900882,880827,263
3800,900883,1003967,263
3801,900884,1313689,263
3802,900885,791773,263
3803,900886,620081,263
3804,900887,771013,263
3805,900888,4572638,263
3806,3326,2248205,264
3807,3327,1253461,264
3808,3328,317682,264
3809,3329,1627390,264
3810,3330,1017464,264
3811,3331,1115602,264
3812,3332,1205117,264
3813,3333,1496438,264
3814,3334,3286866,264
3815,3335,1195930,264
3816,3336,1281172,264
3817,3337,1406332,264
3818,3338,525601,264
3819,3339,1306021,264
3820,3340,1130715,264
3821,3341,2104479,264
3822,3342,3183986,264
3823,3343,1783864,264
3824,3344,1656266,264
3825,3345,881501,264
3826,3346,774598,264
3827,3347,4728633,264
3828,3348,3429768,264
3829,3349,1180039,264
3830,3350,1763585,264
3831,3351,2016754,264
3832,3352,10529452,264
3833,3353,848494,264
3834,3354,1198252,264
3835,3355,1211225,264
3836,3356,1817297,264
3837,3357,671850,264
3838,3358,711529,264
3839,3359,1436867,264
3840,3360,769957,264
3841,3361,641627,264
3842,3362,1611051,264
3843,3364,1710725,264
3844,3366,2959568,264
3845,3367,910296,264
3846,3368,637414,264
3847,3369,630956,264
3848,3370,946227,264
3849,3371,895542,264
3850,3372,1467530,264
3851,3374,1230812,264
3852,3375,1201171,264
3853,3376,629941,264
3854,3377,1436239,264
3855,3378,1338925,264
3856,3379,1184688,264
3857,3380,1741240,264
3858,3381,1218435,264
3859,3382,3290658,264
3860,3383,1110539,264
3861,3384,1749220,264
3862,3386,1042075,264
3863,3387,786187,264
3864,3388,1040338,264
3865,3389,1155985,264
3866,3390,813442,264
3867,73935,746609,264
3868,73936,625168,264
3869,73937,758130,264
3870,3392,9145,266
3871,3405,129020,268
3872,3406,343550,268
3873,3407,681492,269
3874,3408,730999,269
3875,3409,904615,269
3876,3410,886361,269
3877,3411,3252374,269
3878,3412,672230,269
3879,3413,140873,269
3880,3414,764046,269
3881,3415,1362579,269
3882,3416,2041192,269
3883,3417,1621133,269
3884,3418,2276157,269
3885,3419,3251632,269
3886,3420,1131682,269
3887,3421,369711,269
3888,3422,1062154,269
3889,3423,1515061,269
3890,3424,725795,269
3891,3425,3677933,269
3892,144969,2484321,269
3893,144971,605513,269
3894,900100,1546533,269
3895,900101,68506,269
3896,3426,1865425,270
3897,3427,2563662,270
3898,3428,2350251,270
3899,3429,1646831,270
3900,3430,3433613,270
3901,3431,1062814,270
3902,3432,2502844,270
3903,3433,2172996,270
3904,3434,1105713,270
3905,900844,2353527,270
3906,900845,2543962,270
3907,900846,2192417,270
3908,900847,1700751,270
3909,900848,3145909,270
3910,900849,1024729,270
3911,900850,1097024,270
3912,900851,1577608,270
3913,900852,1971047,270
3914,900853,1097174,270
3915,3435,614966,271
3916,3436,2225199,271
3917,3437,1914223,271
3918,3438,1292657,271
3919,3439,1647866,271
3920,3440,1774241,271
3921,3441,1634994,271
3922,3442,804416,271
3923,3443,707490,271
3924,3444,1740232,271
3925,900969,596908,271
3926,900970,2207247,271
3927,900971,1914312,271
3928,900972,1295233,271
3929,900973,1663327,271
3930,900974,1772553,271
3931,900975,1634180,271
3932,900976,823341,271
3933,900977,707569,271
3934,900978,1741996,271
3935,900448,4821404,272
3936,900449,4815640,272
3937,900450,14223611,272
3938,900451,1861847,272
3939,900452,3838147,272
3940,900453,10583504,272
3941,900454,1281873,272
3942,900455,3983771,272
3943,900456,52787976,272
3944,900457,33750228,272
3945,900458,40196216,272
3946,900459,5250259,272
3947,900460,4488419,272
3948,900461,2791372,272
3949,900462,4298422,272
3950,900463,863461,272
3951,900464,1642937,272
3952,900465,2569684,272
3953,900466,8761476,272
3954,900467,2073768,272
3955,900468,1593433,272
3956,900469,5189439,272
3957,900470,5692876,272
3958,900471,6727432,272
3959,900472,1471021,272
3960,900473,8257070,272
3961,900474,1708740,272
3962,900475,9173308,272
3963,900476,3325101,272
3964,900477,3028146,272
3965,900478,2788770,272
3966,900479,5562879,272
3967,900480,8144866,272
3968,900481,14643092,272
3969,901127,5698834,273
3970,901128,2745433,273
3971,901129,1886719,273
3972,901130,482329,273
3973,901131,1805449,273
3974,901132,283781,273
3975,901133,1478011,273
3976,901134,3510242,273
3977,901135,5682088,273
3978,901136,1716794,273
3979,901137,465523,273
3980,901138,1757553,273
3981,901139,5175998,273
3982,901140,959790,273
3983,901141,2703580,273
3984,901142,2588819,273
3985,901143,1342827,273
3986,901144,8097011,273
3987,900979,210243,274
3988,900980,137938,274
3989,900981,312374,274
3990,900982,344850,274
3991,900983,318476,274
3992,900984,220945,274
3993,900985,693665,274
3994,900986,660009,274
3995,900987,465848,274
3996,900988,588065,274
3997,900989,742780,274
3998,900990,752347,274
3999,900991,621040,274
4000,900992,527929,1
4001,900993,271678,1
4002,900994,52667,1
4003,900995,201981,1
4004,900996,315771,1
4005,900997,300997,1
4006,900998,293543,1
4007,900999,595309,1
4008,901000,569125,1
4009,900566,5408557,1
4010,900567,5619389,1
4011,900568,5613278,1
4012,900569,4923109,1
4013,900570,3903285,1
4014,900571,11902244,1
4015,900572,16135074,1
4016,900573,3341951,1
4017,900574,6401025,1
4018,900575,7733827,1
4019,900576,7954864,1
4020,900577,4556300,1
4021,900578,3855502,1
4022,900579,2352652,1
4023,900580,2037931,1
4024,900581,2904155,1
4025,900582,12630167,1
4026,900583,402501,1
4027,900584,31943,1
4028,900585,128096,1
4029,900586,339982,1
4030,900587,36823,1
4031,900588,33804,1
4032,900589,35154,1
4033,900590,111060,1
4034,900591,57030,1
4035,900592,10193,1
4036,900729,1142167,1
4037,900730,189678,1
4038,900731,836208,1
4039,900732,715490,1
4040,900733,845617,1
4041,900734,2157667,1
4042,900735,673444,1
4043,900736,1036923,1
4044,900737,3550802,1
4045,900738,887575,1
4046,900739,1800081,1
4047,900740,706238,1
4048,900741,1121055,1
4049,900742,561292,1
4050,900007,322219,1
4051,900008,702938,1
4052,900009,423665,1
4053,900010,373903,1
4054,900011,288999,1
4055,900012,675388,1
4056,900013,221336,1
4057,900014,384642,1
4058,900015,399592,1
4059,900016,369495,1
4060,900017,388374,1
4061,900018,132389,1
4062,900019,531187,1
4063,900020,132381,1
4064,900021,234020,1
4065,900022,168769,1
4066,900023,133223,1
4067,900024,2298,1
4068,900065,3635559,2
4069,900066,2114818,3
4070,25350,6575,3
4071,25351,51821,3
4072,25352,30965,3
4073,25353,33014,3
4074,25354,10820,3
4075,25355,25435,3
4076,25356,24389,3
4077,25357,17361,3
4078,25358,10038,3
4079,25359,24292,3
4080,25360,6505,3
4081,25361,67997,3
4082,25362,19065,3
4083,25363,21755,3
4084,25364,2607,3
4085,25365,203727,3
4086,25366,21495,3
4087,25367,1859,3
4088,25368,15271,3
4089,25369,16988,3
4090,25370,3840,3
4091,25371,107019,3
4092,25372,169793,3
4093,25373,1751545,3
4094,25374,195798,3
4095,25375,650380,3
4096,25376,263554,3
4097,25377,164817,3
4098,25378,808818,3
4099,25379,255810,3
4100,25380,194253,3
4101,25381,269015,3
4102,25382,203385,3
4103,25383,374208,3
4104,25384,128745,3
4105,25385,392311,4
4106,25386,81224,4
4107,25387,187934,4
4108,25388,203338,4
4109,25389,442666,4
4110,25390,227347,4
4111,25391,328244,4
4112,25392,174295,4
4113,25393,130131,4
4114,25394,168806,4
4115,25395,294617,4
4116,25396,290429,4
4117,25397,91957,4
4118,25398,104328,4
4119,25399,161944,4
4120,25400,265341,4
4121,910,6473819,4
4122,40776,13075,4
4123,40777,6347,4
4124,900744,19916,4
4125,900745,17945,4
4126,2745,4447847,4
4127,2749,1225169,4
4128,2752,2420762,4
4129,2753,7276568,4
4130,2755,897832,4
4131,2756,2833342,4
4132,2757,3422315,4
4133,2758,1526465,4
4134,2761,1488753,4
4135,2762,1615072,4
4136,2763,876947,4
4137,2764,4641505,4
4138,2767,1697752,4
4139,2769,747983,4
4140,2770,2270283,4
4141,40772,2459995,4
4142,899977,539914,4
4143,899978,2199179,4
4144,900115,1225190,4
4145,900116,539919,4
4146,900117,2203285,4
4147,900118,1524586,4
4148,900119,2420095,4
4149,900120,7275686,4
4150,900121,1488938,4
4151,900122,3422378,4
4152,900123,2834384,4
4153,900124,897855,5
4154,900125,2457168,7
4155,900126,1616303,7
4156,900127,4640930,7
4157,900128,875850,7
4158,900129,747883,7
4159,900130,1693540,7
4160,900131,2270352,7
4161,900132,4449172,8
4162,1158,345339,8
4163,1159,6225901,8
4164,1160,6410425,8
4165,1161,3462443,8
4166,1162,5075627,8
4167,1163,4944628,8
4168,1164,9672744,8
4169,1165,4249546,8
4170,1166,5528551,8
4171,1167,8535794,8
4172,1168,5549157,8
4173,1169,241079,8
4174,1170,1267138,8
4175,1171,665981,8
4176,1172,7027654,8
4177,1173,1528554,8
4178,1174,4561194,8
4179,1175,3072110,9
4180,1176,702460,9
4181,1177,1427901,9
4182,1178,170555,9
4183,1179,3408728,9
4184,1180,494205,9
4185,1181,2624456,9
4186,1182,469470,9
4187,1183,4909534,9
4188,61524,3215795,11
4189,900913,8564020,11
4190,900914,4958331,11
4191,900915,689920,11
4192,900916,653423,11
4193,900917,1442489,11
4194,900918,6476197,11
4195,900919,6975891,12
4196,900920,5579485,12
4197,900921,3433864,12
4198,900922,4991226,12
4199,900923,4241538,12
4200,900924,6183436,12
4201,900925,1346752,12
4202,900926,9632177,12
4203,900927,3102898,12
4204,900928,3425665,12
4205,900929,5493424,12
4206,900930,4608131,12
4207,900931,4904986,12
4208,900932,2137441,12
4209,900933,1527507,12
4210,900934,3695964,12
4211,900935,345794,12
4212,900936,240320,12
4213,900937,511991,12
4214,900938,468212,12
4215,900939,167745,12
4216,40408,3723843,12
4217,40409,1151814,12
4218,40422,153070,12
4219,40423,157422,13
4220,40424,1758610,13
4221,40425,1758620,13
4222,40426,630329,13
4223,40427,1019884,13
4224,40428,595960,13
4225,40429,2105058,13
4226,40430,681130,13
4227,40431,6356669,13
4228,900806,1151814,13
4229,900807,3723843,13
4230,900808,153070,13
4231,900809,157422,13
4232,900810,1758610,13
4233,900811,1758620,13
4234,900812,630329,13
4235,900813,1019884,13
4236,900814,595960,13
4237,900815,2105058,13
4238,900816,681130,13
4239,900817,6356669,13
4240,61033,33753,13
4241,0,0,14
4242,900893,1891413,15
4243,900894,6234771,15
4244,900895,2081572,15
4245,900896,900075,16
4246,900897,705925,17
4247,900898,969254,17
4248,900899,1526659,17
4249,900900,1082515,17
4250,900901,473114,17
4251,900902,956038,17
4252,2395,3708,17
4253,2397,4507,17
4254,2398,5637,17
4255,2399,7225,18
4256,2400,134791,18
4257,2401,418,18
4258,2402,14282,18
4259,2403,12382,18
4260,2404,50152,18
4261,925,23760158,18
4262,900195,8504,18
4263,900196,5610,18
4264,900197,21147,19
4265,900198,6717,19
4266,900199,5541,19
4267,900200,1429,19
4268,900201,1829,19
4269,900202,6894,19
4270,900203,10959,19
4271,900204,1432,19
4272,900232,751152,19
4273,900233,425451,19
4274,900234,406299,19
4275,900235,1997437,20
4276,900236,842003,21
4277,900237,520796,21
4278,900238,1041307,21
4279,900239,77645,21
4280,900240,372311,21
4281,900241,536313,21
4282,900242,709300,21
4283,900243,392039,21
4284,900244,712277,21
4285,900245,463862,21
4286,900246,1052110,21
4287,900247,761003,21
